Word;Label1;Label2
of;I-PRECONDITION
some;I-PRECONDITION
railways;I-PRECONDITION
,;O
it;B-POSTCONDITION
should;I-POSTCONDITION
be;I-POSTCONDITION
possible;I-POSTCONDITION
to;I-POSTCONDITION
provide;I-POSTCONDITION
an;I-POSTCONDITION
alternative;I-POSTCONDITION
means;I-POSTCONDITION
of;I-POSTCONDITION
link;I-POSTCONDITION
assurance;I-POSTCONDITION
indication;I-POSTCONDITION
.;O
;;
The;B-POSTCONDITION
radio;I-POSTCONDITION
shall;I-POSTCONDITION
support;I-POSTCONDITION
at;I-POSTCONDITION
least;I-POSTCONDITION
ten;I-POSTCONDITION
different;I-POSTCONDITION
languages;I-POSTCONDITION
.;I-POSTCONDITION
;;
If;B-PRECONDITION
the;I-PRECONDITION
call;I-PRECONDITION
fails;I-PRECONDITION
in;I-PRECONDITION
the;I-PRECONDITION
lead;I-PRECONDITION
traction;I-PRECONDITION
vehicle;I-PRECONDITION
,;O
the;B-POSTCONDITION
lead;I-POSTCONDITION
driver;I-POSTCONDITION
will;I-POSTCONDITION
be;I-POSTCONDITION
responsible;I-POSTCONDITION
for;I-POSTCONDITION
re-;I-POSTCONDITION
establishing;I-POSTCONDITION
the;I-POSTCONDITION
call;I-POSTCONDITION
.;I-POSTCONDITION
If;B-PRECONDITION
the;I-PRECONDITION
call;I-PRECONDITION
fails;I-PRECONDITION
to;I-PRECONDITION
any;I-PRECONDITION
other;I-PRECONDITION
cab;I-PRECONDITION
,;I-PRECONDITION
the;B-POSTCONDITION
driver;I-POSTCONDITION
in;I-POSTCONDITION
that;I-POSTCONDITION
cab;I-POSTCONDITION
will;I-POSTCONDITION
call;I-POSTCONDITION
the;I-POSTCONDITION
lead;I-POSTCONDITION
cab;I-POSTCONDITION
and;I-POSTCONDITION
request;I-POSTCONDITION
re;I-POSTCONDITION
-;I-POSTCONDITION
establishment;I-POSTCONDITION
of;I-POSTCONDITION
the;I-POSTCONDITION
call;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;O
CNG;O
shall;O
classify;O
packets;O
entering;O
the;O
CPN;O
through;O
its;O
WAN;O
interface;B-POSTCONDITION
;I-POSTCONDITION
downstream;I-POSTCONDITION
direction;I-POSTCONDITION
;I-POSTCONDITION
according;I-POSTCONDITION
to;I-POSTCONDITION
a;I-POSTCONDITION
number;I-POSTCONDITION
of;I-POSTCONDITION
predefined;I-POSTCONDITION
priorities;I-POSTCONDITION
.;O
Classification;B-POSTCONDITION
can;I-POSTCONDITION
be;I-POSTCONDITION
done;I-POSTCONDITION
on;I-POSTCONDITION
the;I-POSTCONDITION
basis;I-POSTCONDITION
of;I-POSTCONDITION
different;I-POSTCONDITION
layer;I-POSTCONDITION
2;I-POSTCONDITION
and/or;I-POSTCONDITION
layer;I-POSTCONDITION
3;I-POSTCONDITION
parameters;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
DPU;I-POSTCONDITION
-;I-POSTCONDITION
ADC;I-POSTCONDITION
CSC;I-POSTCONDITION
shall;I-POSTCONDITION
address;I-POSTCONDITION
hardware;I-POSTCONDITION
modules;I-POSTCONDITION
as;I-POSTCONDITION
defined;I-POSTCONDITION
in;I-POSTCONDITION
document;I-POSTCONDITION
1400;I-POSTCONDITION
,;I-POSTCONDITION
Company;I-POSTCONDITION
X;I-POSTCONDITION
Specification;I-POSTCONDITION
for;I-POSTCONDITION
the;I-POSTCONDITION
Company;I-POSTCONDITION
X;I-POSTCONDITION
Communication;I-POSTCONDITION
/;I-POSTCONDITION
Memory;I-POSTCONDITION
Module;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-PRECONDITION
card;I-PRECONDITION
should;I-PRECONDITION
use;I-PRECONDITION
a;I-PRECONDITION
unique;I-PRECONDITION
diversified;I-PRECONDITION
secret;I-PRECONDITION
key;I-PRECONDITION
,;I-PRECONDITION
personalized;I-PRECONDITION
into;I-PRECONDITION
the;I-PRECONDITION
card;I-PRECONDITION
,;O
to;B-POSTCONDITION
generate;I-POSTCONDITION
and;I-POSTCONDITION
authenticate;I-POSTCONDITION
transaction;I-POSTCONDITION
signatures;I-POSTCONDITION
;;
The;B-POSTCONDITION
PSAM;I-POSTCONDITION
must;I-POSTCONDITION
create;I-POSTCONDITION
a;I-POSTCONDITION
MAC;I-POSTCONDITION
on;I-POSTCONDITION
the;I-POSTCONDITION
updated;I-POSTCONDITION
aggregation;I-POSTCONDITION
record;I-POSTCONDITION
.;O
Aggregation;B-POSTCONDITION
records;I-POSTCONDITION
by;I-POSTCONDITION
card;I-POSTCONDITION
issuer;I-POSTCONDITION
must;I-POSTCONDITION
be;I-POSTCONDITION
stored;I-POSTCONDITION
in;I-POSTCONDITION
the;I-POSTCONDITION
PSAM;I-POSTCONDITION
.;O
They;B-POSTCONDITION
may;I-POSTCONDITION
also;I-POSTCONDITION
be;I-POSTCONDITION
stored;I-POSTCONDITION
in;I-POSTCONDITION
the;I-POSTCONDITION
POS;I-POSTCONDITION
device;I-POSTCONDITION
as;I-POSTCONDITION
well;I-POSTCONDITION
;;
The;B-POSTCONDITION
Development;I-POSTCONDITION
Team;I-POSTCONDITION
shall;I-POSTCONDITION
be;I-POSTCONDITION
required;I-POSTCONDITION
to;I-POSTCONDITION
adjust;I-POSTCONDITION
existing;I-POSTCONDITION
source;I-POSTCONDITION
code;I-POSTCONDITION
to;I-POSTCONDITION
use;I-POSTCONDITION
the;I-POSTCONDITION
externallog;I-POSTCONDITION
file;I-POSTCONDITION
only;I-POSTCONDITION
if;B-PRECONDITION
that;I-PRECONDITION
source;I-PRECONDITION
code;I-PRECONDITION
must;I-PRECONDITION
be;I-PRECONDITION
modified;I-PRECONDITION
to;I-PRECONDITION
implement;I-PRECONDITION
another;I-PRECONDITION
requirement;I-PRECONDITION
.;I-PRECONDITION
;;
The;B-POSTCONDITION
Disputes;I-POSTCONDITION
application;I-POSTCONDITION
must;I-POSTCONDITION
conform;I-POSTCONDITION
to;I-POSTCONDITION
the;I-POSTCONDITION
legal;I-POSTCONDITION
requirements;I-POSTCONDITION
as;I-POSTCONDITION
specified;I-POSTCONDITION
by;I-POSTCONDITION
Regulation;I-POSTCONDITION
E;I-POSTCONDITION
and;I-POSTCONDITION
Regulation;I-POSTCONDITION
Z;I-POSTCONDITION
that;I-POSTCONDITION
govern;I-POSTCONDITION
credit;I-POSTCONDITION
card;I-POSTCONDITION
disputes;I-POSTCONDITION
processing;I-POSTCONDITION
.;I-POSTCONDITION
;;
In;B-PRECONDITION
Image;I-PRECONDITION
Mode;I-PRECONDITION
,;O
the;B-POSTCONDITION
DPU;I-POSTCONDITION
-;I-POSTCONDITION
DPA;I-POSTCONDITION
shall;I-POSTCONDITION
be;I-POSTCONDITION
capable;I-POSTCONDITION
of;I-POSTCONDITION
binning;I-POSTCONDITION
images;I-POSTCONDITION
at;I-POSTCONDITION
different;I-POSTCONDITION
levels;I-POSTCONDITION
.;I-POSTCONDITION
;;
Policies;B-POSTCONDITION
and;I-POSTCONDITION
procedures;I-POSTCONDITION
for;I-POSTCONDITION
communicating;I-POSTCONDITION
information;I-POSTCONDITION
to;I-POSTCONDITION
appropriate;I-POSTCONDITION
stakeholders;I-POSTCONDITION
;I-POSTCONDITION
e.g.;I-POSTCONDITION
,;I-POSTCONDITION
state;I-POSTCONDITION
and;I-POSTCONDITION
federal;I-POSTCONDITION
emergency;I-POSTCONDITION
management;I-POSTCONDITION
organizations;I-POSTCONDITION
,;I-POSTCONDITION
FEMA;I-POSTCONDITION
,;I-POSTCONDITION
hazmat;I-POSTCONDITION
teams;I-POSTCONDITION
,;I-POSTCONDITION
public;I-POSTCONDITION
works;I-POSTCONDITION
facilities;I-POSTCONDITION
,;I-POSTCONDITION
intelligence;I-POSTCONDITION
organizations;I-POSTCONDITION
,;I-POSTCONDITION
the;I-POSTCONDITION
media;I-POSTCONDITION
,;I-POSTCONDITION
and;I-POSTCONDITION
the;I-POSTCONDITION
public;I-POSTCONDITION
;I-POSTCONDITION
should;I-POSTCONDITION
be;I-POSTCONDITION
clearly;I-POSTCONDITION
defined;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
MMI;I-POSTCONDITION
shall;I-POSTCONDITION
be;I-POSTCONDITION
suitable;I-POSTCONDITION
for;I-POSTCONDITION
use;I-POSTCONDITION
by;I-POSTCONDITION
day;I-POSTCONDITION
and;I-POSTCONDITION
night;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
DPU;I-POSTCONDITION
-;I-POSTCONDITION
ICUI;I-POSTCONDITION
shall;I-POSTCONDITION
provide;I-POSTCONDITION
ICUI_HK;I-POSTCONDITION
to;I-POSTCONDITION
the;I-POSTCONDITION
DPU;I-POSTCONDITION
-;I-POSTCONDITION
CCM;I-POSTCONDITION
on;I-POSTCONDITION
request;I-POSTCONDITION
.;O
;;
The;B-POSTCONDITION
DPU;I-POSTCONDITION
-;I-POSTCONDITION
SCUI;I-POSTCONDITION
shall;I-POSTCONDITION
provide;I-POSTCONDITION
the;I-POSTCONDITION
capability;I-POSTCONDITION
for;I-POSTCONDITION
data;I-POSTCONDITION
producing;I-POSTCONDITION
applications;I-POSTCONDITION
to;I-POSTCONDITION
specify;I-POSTCONDITION
whether;I-POSTCONDITION
or;I-POSTCONDITION
not;I-POSTCONDITION
queued;I-POSTCONDITION
data;I-POSTCONDITION
may;I-POSTCONDITION
be;I-POSTCONDITION
segmented;I-POSTCONDITION
.;O
;;
In;B-PRECONDITION
case;I-PRECONDITION
of;I-PRECONDITION
multicast;I-PRECONDITION
streams;I-PRECONDITION
the;B-POSTCONDITION
CNG;I-POSTCONDITION
should;I-POSTCONDITION
support;I-POSTCONDITION
proxy;I-POSTCONDITION
functionalities;I-POSTCONDITION
to;I-POSTCONDITION
optimize;I-POSTCONDITION
the;I-POSTCONDITION
management;I-POSTCONDITION
of;I-POSTCONDITION
information;I-POSTCONDITION
related;I-POSTCONDITION
to;I-POSTCONDITION
signalling;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
ETCS;I-POSTCONDITION
trainborne;I-POSTCONDITION
equipment;I-POSTCONDITION
shall;I-POSTCONDITION
indicate;I-POSTCONDITION
on;I-POSTCONDITION
the;I-POSTCONDITION
DMI;I-POSTCONDITION
the;I-POSTCONDITION
information;I-POSTCONDITION
regarding;I-POSTCONDITION
pantograph;I-POSTCONDITION
and;I-POSTCONDITION
power;I-POSTCONDITION
supply;I-POSTCONDITION
.;I-POSTCONDITION
;;
Contain;B-POSTCONDITION
the;I-POSTCONDITION
details;I-POSTCONDITION
of;I-POSTCONDITION
a;I-POSTCONDITION
transaction;I-POSTCONDITION
between;I-POSTCONDITION
the;I-POSTCONDITION
initialize;I-POSTCONDITION
command;I-POSTCONDITION
for;I-POSTCONDITION
that;I-POSTCONDITION
transaction;I-POSTCONDITION
and;I-POSTCONDITION
the;I-POSTCONDITION
initialize;I-POSTCONDITION
command;I-POSTCONDITION
for;I-POSTCONDITION
the;I-POSTCONDITION
next;I-POSTCONDITION
transaction;I-POSTCONDITION
;;
Contraindication;B-POSTCONDITION
information;I-POSTCONDITION
should;I-POSTCONDITION
be;I-POSTCONDITION
collected;I-POSTCONDITION
to;I-POSTCONDITION
indicate;I-POSTCONDITION
why;I-POSTCONDITION
vaccinations;I-POSTCONDITION
,;I-POSTCONDITION
treatments;I-POSTCONDITION
,;I-POSTCONDITION
or;I-POSTCONDITION
antidotes;I-POSTCONDITION
may;I-POSTCONDITION
not;I-POSTCONDITION
have;I-POSTCONDITION
been;I-POSTCONDITION
administered;I-POSTCONDITION
or;I-POSTCONDITION
why;I-POSTCONDITION
the;I-POSTCONDITION
patient;I-POSTCONDITION
may;I-POSTCONDITION
not;I-POSTCONDITION
have;I-POSTCONDITION
complied;I-POSTCONDITION
with;I-POSTCONDITION
prescribed;I-POSTCONDITION
interventions;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
DPU;I-POSTCONDITION
-;I-POSTCONDITION
EDAC;I-POSTCONDITION
shall;I-POSTCONDITION
record;I-POSTCONDITION
the;I-POSTCONDITION
current;I-POSTCONDITION
contents;I-POSTCONDITION
of;I-POSTCONDITION
EDAC_HK;I-POSTCONDITION
to;I-POSTCONDITION
EEPROM;I-POSTCONDITION
and;I-POSTCONDITION
force;I-POSTCONDITION
a;I-POSTCONDITION
DPU;I-POSTCONDITION
watchdog;I-POSTCONDITION
in;B-PRECONDITION
the;I-PRECONDITION
event;I-PRECONDITION
an;I-PRECONDITION
MBE;I-PRECONDITION
in;I-PRECONDITION
DRAM;I-PRECONDITION
is;I-PRECONDITION
detected;I-PRECONDITION
.;I-PRECONDITION
;;
Perform;B-PRECONDITION
the;I-PRECONDITION
calculation;I-PRECONDITION
required;I-PRECONDITION
to;I-PRECONDITION
generate;I-PRECONDITION
a;I-PRECONDITION
signature;I-PRECONDITION
using;I-PRECONDITION
the;I-PRECONDITION
PSAM;I-PRECONDITION
's;I-PRECONDITION
private;I-PRECONDITION
RSA;I-PRECONDITION
key;I-PRECONDITION
,;O
to;B-POSTCONDITION
allow;I-POSTCONDITION
the;I-POSTCONDITION
CEP;I-POSTCONDITION
card;I-POSTCONDITION
to;I-POSTCONDITION
validate;I-POSTCONDITION
the;I-POSTCONDITION
PSAM;I-POSTCONDITION
;;
The;B-POSTCONDITION
preferred;I-POSTCONDITION
repair;I-POSTCONDITION
facility;I-POSTCONDITION
shall;I-POSTCONDITION
be;I-POSTCONDITION
returned;I-POSTCONDITION
to;I-POSTCONDITION
the;I-POSTCONDITION
user;I-POSTCONDITION
.;O
;;
The;B-PRECONDITION
DPU;I-PRECONDITION
-;I-PRECONDITION
CCM;I-PRECONDITION
shall;I-PRECONDITION
use;I-PRECONDITION
DPU;I-PRECONDITION
-;I-PRECONDITION
EEPRM;I-PRECONDITION
to;B-POSTCONDITION
access;I-POSTCONDITION
the;I-POSTCONDITION
EEPROM;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
user;I-POSTCONDITION
should;I-POSTCONDITION
be;I-POSTCONDITION
able;I-POSTCONDITION
to;I-POSTCONDITION
personalize;I-POSTCONDITION
bookmarks;I-POSTCONDITION
to;I-POSTCONDITION
UGC;I-POSTCONDITION
.;I-POSTCONDITION
;;
;;
The;B-POSTCONDITION
terminal;I-POSTCONDITION
must;I-POSTCONDITION
secure;I-POSTCONDITION
transactions;I-POSTCONDITION
by;I-POSTCONDITION
retaining;I-POSTCONDITION
the;I-POSTCONDITION
card;I-POSTCONDITION
's;I-POSTCONDITION
symmetric;I-POSTCONDITION
MACing;I-POSTCONDITION
key;I-POSTCONDITION
signature;I-POSTCONDITION
as;I-POSTCONDITION
part;I-POSTCONDITION
of;I-POSTCONDITION
the;I-POSTCONDITION
transaction;I-POSTCONDITION
;;
System;B-POSTCONDITION
shall;I-POSTCONDITION
let;I-POSTCONDITION
customers;I-POSTCONDITION
cancel;I-POSTCONDITION
their;I-POSTCONDITION
account;I-POSTCONDITION
process;I-POSTCONDITION
shall;I-POSTCONDITION
take;I-POSTCONDITION
no;I-POSTCONDITION
longer;I-POSTCONDITION
than;I-POSTCONDITION
2;I-POSTCONDITION
minutes;I-POSTCONDITION
.;O
Database;B-POSTCONDITION
will;I-POSTCONDITION
mark;I-POSTCONDITION
the;I-POSTCONDITION
account;I-POSTCONDITION
as;I-POSTCONDITION
inactive;I-POSTCONDITION
and;I-POSTCONDITION
user;I-POSTCONDITION
will;I-POSTCONDITION
not;I-POSTCONDITION
be;I-POSTCONDITION
able;I-POSTCONDITION
to;I-POSTCONDITION
log;I-POSTCONDITION
into;I-POSTCONDITION
the;I-POSTCONDITION
website;I-POSTCONDITION
.;O
;;
The;B-POSTCONDITION
load;I-POSTCONDITION
device;I-POSTCONDITION
which;I-POSTCONDITION
supports;I-POSTCONDITION
only;I-POSTCONDITION
off;I-POSTCONDITION
-;I-POSTCONDITION
line;I-POSTCONDITION
PIN;I-POSTCONDITION
verification;I-POSTCONDITION
must;I-POSTCONDITION
support;I-POSTCONDITION
both;I-POSTCONDITION
the;I-POSTCONDITION
off;I-POSTCONDITION
-;I-POSTCONDITION
line;I-POSTCONDITION
PIN;I-POSTCONDITION
encryption;I-POSTCONDITION
method;I-POSTCONDITION
and;I-POSTCONDITION
the;I-POSTCONDITION
off;I-POSTCONDITION
-;I-POSTCONDITION
line;I-POSTCONDITION
PIN;I-POSTCONDITION
plain;I-POSTCONDITION
text;I-POSTCONDITION
verification;I-POSTCONDITION
method;I-POSTCONDITION
as;I-POSTCONDITION
defined;I-POSTCONDITION
in;I-POSTCONDITION
EMV;I-POSTCONDITION
;;
The;B-POSTCONDITION
weight;I-POSTCONDITION
of;I-POSTCONDITION
the;I-POSTCONDITION
General;I-POSTCONDITION
purpose;I-POSTCONDITION
radio;I-POSTCONDITION
including;I-POSTCONDITION
battery;I-POSTCONDITION
should;I-POSTCONDITION
not;I-POSTCONDITION
exceed;I-POSTCONDITION
250;I-POSTCONDITION
g.;I-POSTCONDITION
;;
Track;B-POSTCONDITION
to;I-POSTCONDITION
train;I-POSTCONDITION
transmission;I-POSTCONDITION
shall;I-POSTCONDITION
provide;I-POSTCONDITION
the;I-POSTCONDITION
capability;I-POSTCONDITION
to;I-POSTCONDITION
send;I-POSTCONDITION
different;I-POSTCONDITION
speed;I-POSTCONDITION
profiles;I-POSTCONDITION
for;I-POSTCONDITION
specific;I-POSTCONDITION
train;I-POSTCONDITION
categories;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
CNG;I-POSTCONDITION
may;I-POSTCONDITION
allow;I-POSTCONDITION
secure;I-POSTCONDITION
dynamic;I-POSTCONDITION
firewall;I-POSTCONDITION
opening;I-POSTCONDITION
for;I-POSTCONDITION
remote;I-POSTCONDITION
access;I-POSTCONDITION
devices;I-POSTCONDITION
based;I-POSTCONDITION
on;I-POSTCONDITION
NGN;I-POSTCONDITION
authentication;I-POSTCONDITION
functions;I-POSTCONDITION
.;I-POSTCONDITION
;;
Information;B-POSTCONDITION
received;I-POSTCONDITION
shall;I-POSTCONDITION
not;I-POSTCONDITION
influence;I-POSTCONDITION
the;I-POSTCONDITION
traction;I-POSTCONDITION
units;I-POSTCONDITION
;I-POSTCONDITION
with;I-POSTCONDITION
in;I-POSTCONDITION
-;I-POSTCONDITION
operative;I-POSTCONDITION
cabs;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
product;I-POSTCONDITION
shall;I-POSTCONDITION
provide;I-POSTCONDITION
Monitoring;I-POSTCONDITION
Services;I-POSTCONDITION
.;O
The;B-POSTCONDITION
product;I-POSTCONDITION
shall;I-POSTCONDITION
be;I-POSTCONDITION
easy;I-POSTCONDITION
for;I-POSTCONDITION
System;I-POSTCONDITION
Administrators;I-POSTCONDITION
and;I-POSTCONDITION
DBAs;I-POSTCONDITION
to;I-POSTCONDITION
use;I-POSTCONDITION
after;I-POSTCONDITION
two;I-POSTCONDITION
weeks;I-POSTCONDITION
of;I-POSTCONDITION
usage;I-POSTCONDITION
.;I-POSTCONDITION
;;
For;B-POSTCONDITION
the;I-POSTCONDITION
CNG;I-POSTCONDITION
management;I-POSTCONDITION
it;I-POSTCONDITION
is;I-POSTCONDITION
recommended;I-POSTCONDITION
to;I-POSTCONDITION
use;I-POSTCONDITION
a;I-POSTCONDITION
single;I-POSTCONDITION
protocol;I-POSTCONDITION
,;I-POSTCONDITION
so;I-POSTCONDITION
as;I-POSTCONDITION
to;I-POSTCONDITION
minimize;I-POSTCONDITION
the;I-POSTCONDITION
complexity;I-POSTCONDITION
and;I-POSTCONDITION
the;I-POSTCONDITION
cost;I-POSTCONDITION
of;I-POSTCONDITION
the;I-POSTCONDITION
service;I-POSTCONDITION
.;I-POSTCONDITION
;;
If;B-PRECONDITION
errors;I-PRECONDITION
in;I-PRECONDITION
the;I-PRECONDITION
card;I-PRECONDITION
issuer;I-PRECONDITION
MAC;I-PRECONDITION
are;I-PRECONDITION
discovered;I-PRECONDITION
by;I-PRECONDITION
the;I-PRECONDITION
card;I-PRECONDITION
issuer;I-PRECONDITION
during;I-PRECONDITION
its;I-PRECONDITION
processing;I-PRECONDITION
of;I-PRECONDITION
the;I-PRECONDITION
transactions;I-PRECONDITION
,;O
a;B-POSTCONDITION
dispute;I-POSTCONDITION
mechanism;I-POSTCONDITION
,;I-POSTCONDITION
established;I-POSTCONDITION
by;I-POSTCONDITION
the;I-POSTCONDITION
scheme;I-POSTCONDITION
provider;I-POSTCONDITION
,;I-POSTCONDITION
may;I-POSTCONDITION
be;I-POSTCONDITION
used;I-POSTCONDITION
to;I-POSTCONDITION
have;I-POSTCONDITION
money;I-POSTCONDITION
refunded;I-POSTCONDITION
;;
Authorised;B-POSTCONDITION
users;I-POSTCONDITION
within;I-POSTCONDITION
the;I-POSTCONDITION
EIRENE;I-POSTCONDITION
network;I-POSTCONDITION
shall;I-POSTCONDITION
be;I-POSTCONDITION
able;I-POSTCONDITION
to;I-POSTCONDITION
receive;I-POSTCONDITION
calls;I-POSTCONDITION
from;I-POSTCONDITION
calling;I-POSTCONDITION
parties;I-POSTCONDITION
outside;I-POSTCONDITION
the;I-POSTCONDITION
EIRENE;I-POSTCONDITION
network;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
DPU;I-POSTCONDITION
-;I-POSTCONDITION
DCI;I-POSTCONDITION
shall;I-POSTCONDITION
read;I-POSTCONDITION
from;I-POSTCONDITION
the;I-POSTCONDITION
DCI;I-POSTCONDITION
Registers;I-POSTCONDITION
in;I-POSTCONDITION
C;I-POSTCONDITION
-;I-POSTCONDITION
bit;I-POSTCONDITION
words;I-POSTCONDITION
only;I-POSTCONDITION
;;
Where;B-PRECONDITION
pre;I-PRECONDITION
-;I-PRECONDITION
emption;I-PRECONDITION
occurs;I-PRECONDITION
,;O
an;B-POSTCONDITION
advisory;I-POSTCONDITION
indication;I-POSTCONDITION
may;I-POSTCONDITION
be;I-POSTCONDITION
provided;I-POSTCONDITION
to;I-POSTCONDITION
the;I-POSTCONDITION
pre;I-POSTCONDITION
-;I-POSTCONDITION
empted;I-POSTCONDITION
parties;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
system;I-POSTCONDITION
shall;I-POSTCONDITION
support;I-POSTCONDITION
group;I-POSTCONDITION
voice;I-POSTCONDITION
calls;I-POSTCONDITION
.;I-POSTCONDITION
;;
The;B-POSTCONDITION
card;I-POSTCONDITION
must;I-POSTCONDITION
